"","hgnc_symbol","entrezgene","chromosome_name","start_position","end_position"
"19334","",642778,"16",16411301,16444447
"19335","",339044,"16",16411301,16444447
"19336","",9284,"16",16411301,16444447
"19337","KIAA1211",57482,"4",57036361,57194791
"19338","STT3A",3703,"11",125461607,125495110
"19339","",NA,"19",14834747,14835121
"19340","MTBP",27085,"8",121457640,121554373
"19341","AQP12B",653437,"2",241615835,241622323
"19342","RNF20",56254,"9",104296133,104325622
"19343","AMY2A",279,"1",104159999,104168402
"19344","ZNF816",100529240,"19",53430388,53466164
"19345","ZNF816",125893,"19",53430388,53466164
"19346","KIF26A",26153,"14",104605060,104647231
"19347","RASSF3",283349,"12",65004293,65091347
"19348","PLOD1",5351,"1",11994262,12035595
"19349","DIRAS1",148252,"19",2714565,2721416
"19350","COL23A1",91522,"5",177664619,178017556
"19351","ZNF321P",100529240,"19",53431728,53466076
"19352","",NA,"19",2717767,2740046
"19353","ANKS1B",56899,"12",99120235,100378432
"19354","ERVV-1",147664,"19",53517174,53519375
"19355","ERVV-2",100271846,"19",53547991,53554329
"19356","TRMU",55687,"22",46726772,46753237
"19357","TMEM185A",84548,"X",148678216,148713568
"19358","AMY1A",278,"1",104197912,104207173
"19359","AMY1A",277,"1",104197912,104207173
"19360","AMY1A",276,"1",104197912,104207173
"19361","C2orf27B",408029,"2",132552534,132559234
"19362","OSBPL11",114885,"3",125247702,125313934
"19363","SLC39A3",29985,"19",2732202,2740150
"19364","PCK2",5106,"14",24563262,24579807
"19365","",NA,"2",241624478,241624705
"19366","GRIN3A",116443,"9",104331635,104500862
"19367","ANKRD30BL",100132154,"2",132905164,133015542
"19368","ANKRD30BL",100132004,"2",132905164,133015542
"19369","ANKRD30BL",554226,"2",132905164,133015542
"19370","AQP12A",375318,"2",241631262,241637900
"19371","ATOH1",474,"4",94750042,94751221
"19372","SGTA",6449,"19",2754712,2783369
"19373","PPP3R2",5535,"9",104353897,104357283
"19374","",NA,"5",55753622,55777773
"19375","NUMB",101930388,"14",73741815,73930348
"19376","NUMB",101928143,"14",73741815,73930348
"19377","NUMB",8650,"14",73741815,73930348
"19378","",101928448,"5",55807394,55902059
"19379","ZNF160",90338,"19",53569859,53606689
"19380","PYGL",5836,"14",51324609,51411454
"19381","CYLC2",1539,"9",105757593,105780770
"19382","TMEM98",26022,"17",31254928,31272124
"19383","CPEB2",132864,"4",15004298,15071777
"19384","NPIPA7",101060412,"16",16472912,16487811
"19385","NPIPA7",101059953,"16",16472912,16487811
"19386","NPIPA7",101059938,"16",16472912,16487811
"19387","AASDH",132949,"4",57204456,57253666
"19388","MAP3K1",4214,"5",56111401,56191979
"19389","MSTO1",55154,"1",155579979,155718153
"19390","MAP4K1",11184,"19",39078281,39109522
"19391","WDR55",54853,"5",140044261,140053709
"19392","XYLT1",64131,"16",17195626,17564738
"19393","CHEK1",1111,"11",125495036,125546150
"19394","AMY1B",278,"1",104230037,104239302
"19395","AMY1B",277,"1",104230037,104239302
"19396","AMY1B",276,"1",104230037,104239302
"19397","DND1",373863,"5",140050379,140053171
"19398","GPR39",2863,"2",133174147,133404132
"19399","SMARCAD1",56916,"4",95128762,95212443
"19400","",NA,"12",65090189,65090329
"19401","MAK16",84549,"8",33342268,33358778
"19402","CSAD",51380,"12",53551447,53575135
"19403","TSPAN9",10867,"12",3186521,3395730
"19404","RSF1",51773,"11",77371041,77532063
"19405","RASGRF1",5923,"15",79252289,79383115
"19406","KCNG3",170850,"2",42669157,42721237
"19407","CDK6",1021,"7",92234235,92465908
"19408","RNF122",79845,"8",33405273,33424643
"19409","BRCA1",672,"17",41196312,41277500
"19410","",NA,"8",69215703,69243726
"19411","",NA,"16",88894366,88894545
"19412","KIF1A",547,"2",241653181,241759725
"19413","LRP2",4036,"2",169983619,170219195
"19414","THOP1",7064,"19",2785458,2813599
"19415","ZNF415",55786,"19",53611132,53636330
"19416","DUSP26",78986,"8",33448856,33457624
"19417","AMY1C",278,"1",104293028,104301312
"19418","AMY1C",277,"1",104293028,104301312
"19419","AMY1C",276,"1",104293028,104301312
"19420","TK1",7083,"17",76170160,76183314
"19421","PRMT8",56341,"12",3490515,3703139
"19422","SAMD9",54809,"7",92728829,92747336
"19423","TRAPPC2L",51693,"16",88922628,88929094
"19424","GNS",2799,"12",65107225,65153227
"19425","SMC2",10592,"9",106856541,106903698
"19426","PRMT6",55170,"1",107599267,107601916
"19427","SNTB1",6641,"8",121547985,121825513
"19428","C1QTNF7",114905,"4",15341442,15447790
"19429","STK31",56164,"7",23749786,23872132
"19430","POM121L12",285877,"7",53103349,53104617
"19431","C8orf34",116328,"8",69242957,69731257
"19432","NPIPA8",101930075,"16",18411799,18441131
"19433","NPIPA8",101060412,"16",18411799,18441131
"19434","NPIPA8",101059953,"16",18411799,18441131
"19435","NPIPA8",101059938,"16",18411799,18441131
"19436","AAMDC",28971,"11",77532155,77629478
"19437","ANKRD34C",390616,"15",79575146,79590580
"19438","HAS2",3037,"8",122624356,122653630
"19439","EMR2",30817,"19",14843205,14889353
"19440","LYPD1",116372,"2",133402426,133429152
"19441","ZHX2",22882,"8",123793633,123986750
"19442","SAMD9L",219285,"7",92759368,92777682
"19443","VSTM2A",222008,"7",54610018,54638773
"19444","TMED3",23423,"15",79603404,79704334
"19445","PABPN1L",390748,"16",88928034,88933068
"19446","MTA3",57504,"2",42721709,42984087
"19447","",101930008,"16",18451943,18473188
"19448","",101060412,"16",18451943,18473188
"19449","",101059953,"16",18451943,18473188
"19450","",101059938,"16",18451943,18473188
"19451","",100288332,"16",18451943,18473188
"19452","",642799,"16",18451943,18473188
"19453","",642778,"16",18451943,18473188
"19454","",9284,"16",18451943,18473188
"19455","BHLHA9",727857,"17",1173853,1174754
"19456","MAGEA11",4110,"X",148769894,148798926
"19457","TRPV2",51393,"17",16318856,16340317
"19458","TUSC5",286753,"17",1182957,1204281
"19459","HARS",101928623,"5",140052758,140071609
"19460","HARS",3035,"5",140052758,140071609
"19461","KIAA1024",23251,"15",79724858,79764632
"19462","SEC61G",23480,"7",54819943,54827667
"19463","ZNF554",115196,"19",2819872,2835771
"19464","MTHFS",10588,"15",80125927,80189721
"19465","UNC5D",137970,"8",35092975,35654068
"19466","INTS4",92105,"11",77589766,77705724
"19467","CLK4",57396,"5",178029665,178057616
"19468","YWHAE",7531,"17",1247566,1303672
"19469","OR13F1",138805,"9",107266455,107267547
"19470","OR13C4",138804,"9",107288534,107289490
"19471","ST20-MTHFS",100528021,"15",80137537,80216096
"19472","ST20-MTHFS",10588,"15",80137537,80216096
"19473","ALG1L",200810,"3",125648118,125655882
"19474","OR13C3",138803,"9",107298030,107299137
"19475","DERL1",79139,"8",124025404,124054663
"19476","ST20",400410,"15",80191182,80216044
"19477","OR13C8",138802,"9",107331449,107332411
"19478","C14orf144",NA,"14",104710541,104712473
"19479","MATN3",4148,"2",20191872,20212455
"19480","NCKAP5",344148,"2",133429374,134326034
"19481","KIAA0319L",79932,"1",35899091,36023551
"19482","OR13C5",138799,"9",107360650,107361788
"19483","C15orf37",NA,"15",80215113,80217194
"19484","OR13C2",392376,"9",107366924,107367951
"19485","",NA,"15",80215507,80217194
"19486","TMEM179",388021,"14",104941015,105071984
"19487","EFCAB4B",84766,"12",3715799,3873985
"19488","OR13C9",286362,"9",107379529,107380485
"19489","MSH5",4439,"HSCHR6_MHC_MCF",31784012,31808922
"19490","NTNG1",22854,"1",107682629,108026080
"19491","BCL2A1",597,"15",80253231,80263788
"19492","OR13D1",286365,"9",107456660,107457766
"19493","COL4A5",1287,"X",107683074,107940775
"19494","CBFA2T3",863,"16",88941266,89043612
"19495","NIPSNAP3A",25934,"9",107509969,107522403
"19496","ARFGAP2",84364,"11",47185848,47198676
"19497","HSFX1",100506164,"X",148855726,148858525
"19498","HSFX1",100130086,"X",148855726,148858525
"19499","ZNF354A",6940,"5",178138593,178157703
"19500","HEPACAM2",253012,"7",92817899,92855837
"19501","ROPN1B",152015,"3",125687987,125702297
"19502","NIPSNAP3B",55335,"9",107526438,107539738
"19503","SETD9",133383,"5",56205087,56221359
"19504","MAGEA9",728269,"X",148863584,148869397
"19505","MAGEA9",4108,"X",148863584,148869397
"19506","NKIRAS2",28511,"17",40163400,40177659
"19507","MAGEA8",4107,"X",149009941,149014609
"19508","WDR41",55255,"5",76721795,76916436
"19509","C14orf180",400258,"14",105046021,105056852
"19510","NOMO2",101930025,"16",18511182,18573533
"19511","NOMO2",283820,"16",18511182,18573533
"19512","MFN2",9927,"1",12040238,12073571
"19513","CHDH",55349,"3",53846362,53880417
"19514","HPGDS",27306,"4",95219686,95264027
"19515","ABHD12B",100616234,"14",51338878,51371688
"19516","ABHD12B",145447,"14",51338878,51371688
"19517","ZFAND6",54469,"15",80351910,80430735
"19518","LAMA2",3908,"6",129204342,129837714
"19519","IL17RB",55540,"3",53880607,53899827
"19520","PPAT",5471,"4",57259528,57301781
"19521","AFMID",125061,"17",76183398,76203782
"19522","PLCH1",23007,"3",155093369,155462856
"19523","ABCA1",19,"9",107543283,107690518
"19524","EIF3K",27335,"19",39109735,39127595
"19525","ZNF347",84671,"19",53627325,53662328
"19526","CRK",1398,"17",1323983,1366456
"19527","KCTD14",100532726,"11",77726761,77757237
"19528","KCTD14",65987,"11",77726761,77757237
"19529","NDUFC2-KCTD14",100532726,"11",77728017,77790911
"19530","THRSP",7069,"11",77774907,77779397
"19531","CC2D2A",57545,"4",15471489,15603180
"19532","TNPO3",23534,"7",128594948,128695198
"19533","ZNF665",79788,"19",53662466,53696639
"19534","",NA,"2",133874577,133876625
"19535","NDUFC2",100532726,"11",77779350,77791265
"19536","NDUFC2",4718,"11",77779350,77791265
"19537","ACRV1",56,"11",125541417,125551018
"19538","POLR2H",5437,"3",184079506,184086384
"19539","MGAT5",4249,"2",134877554,135212192
"19540","PSMB8",5696,"6",32808494,32812480
"19541","ZNF677",342926,"19",53731577,53758151
"19542","DCAF11",80344,"14",24583404,24594451
"19543","ZNF354B",117608,"5",178286954,178315123
"19544","ZNF555",148254,"19",2841433,2860482
"19545","SPACA3",124912,"17",31297394,31324895
"19546","PHF20",51230,"20",34359896,34538303
"19547","VAV3",10451,"1",108113782,108507766
"19548","CELSR1",9620,"22",46756731,46933067
"19549","ACTN4",81,"19",39138289,39222223
"19550","TBC1D31",93594,"8",124054208,124164393
"19551","ZNF556",80032,"19",2867333,2878515
"19552","ZFP2",80108,"5",178322895,178360213
"19553","ZDHHC6",64429,"10",114190058,114206672
"19554","LAPTM4A",9741,"2",20232411,20251789
"19555","PACSIN3",29763,"11",47199076,47207994
"19556","ZNF57",126295,"19",2900896,2918474
"19557","AGXT",189,"2",241807896,241819919
"19558","ALG8",79053,"11",77811982,77850706
"19559","MIER3",166968,"5",56215429,56267502
"19560","ANKRD16",54522,"10",5903580,5931869
"19561","INF2",64423,"14",105155943,105185942
"19562","ZNF77",58492,"19",2933216,2944969
"19563","GRAMD4",23151,"22",46971909,47075688
"19564","",NA,"8",35649365,35653384
"19565","",NA,"16",89006197,89017932
"19566","VN1R2",317701,"19",53761545,53765090
"19567","PSMB9",5698,"6",32811913,32827362
"19568","NCDN",23154,"1",36023074,36032875
"19569","VN1R4",317703,"19",53769929,53770972
"19570","BIRC8",112401,"19",53792856,53794875
"19571","OXER1",165140,"2",42989642,42991401
"19572","CCDC132",55610,"7",92861653,92988338
"19573","EGFR",1956,"7",55086714,55324313
"19574","TBC1D30",23329,"12",65174589,65274812
"19575","TLE6",79816,"19",2977444,2995177
"19576","ZNF845",91664,"19",53837002,53858122
"19577","ZNF454",285676,"5",178368192,178393434
"19578","HAAO",23498,"2",42994229,43019733
"19579","SLC44A1",23446,"9",108006903,108201452
"19580","SULF1",23213,"8",70378859,70573150
"19581","TMEM163",81615,"2",135213330,135476570
"19582","CERK",101927622,"22",47080308,47134158
"19583","CERK",64781,"22",47080308,47134158
"19584","ZNF525",NA,"19",53868946,53895470
"19585","ACSF3",197322,"16",89154783,89222254
"19586","GRM6",2916,"5",178405328,178423207
"19587","TAP1",6890,"6",32812986,32821755
"19588","CXorf40B",541578,"X",149097745,149107029
"19589","PATE1",160065,"11",125616188,125619762
"19590","FAH",2184,"15",80444832,80479288
"19591","KCNU1",157855,"8",36641842,36793646
"19592","MIIP",60672,"1",12079523,12092102
"19593","ZNF879",345462,"5",178450753,178462065
"19594","PATE2",399967,"11",125646008,125648714
"19595","DDB2",1643,"11",47236493,47260767
"19596","PATE3",100169851,"11",125658006,125661495
"19597","ASIC2",40,"17",31340105,32501983
"19598","PATE4",399968,"11",125703211,125709964
"19599","SLC25A24",29957,"1",108676658,108743471
"19600","CDH15",1013,"16",89238175,89261900
"19601","C2orf54",79919,"2",241825465,241836306
"19602","ZNF703",80139,"8",37553269,37557537
"19603","HYLS1",219844,"11",125753509,125770543
"19604","ZNF765",91661,"19",53893046,53930574
"19605","PDCD6IP",10015,"3",33839844,33911194
"19606","",NA,"15",80637195,80695917
"19607","ZNF354C",30832,"5",178487416,178510538
"19608","VTI1A",143187,"10",114206756,114578503
"19609","",NA,"8",37592279,37594944
"19610","TBC1D22A",25771,"22",47158518,47571336
"19611","PUS3",83480,"11",125763381,125773116
"19612","SLC41A3",54946,"3",125725198,125820404
"19613","FSD1L",83856,"9",108210077,108314714
"19614","CAPN12",147968,"19",39220827,39260544
"19615","ZNF813",126017,"19",53970989,54006950
"19616","TNFRSF8",943,"1",12123434,12204264
"19617","ADAMTS2",9509,"5",178537852,178772431
"19618","SDC1",6382,"2",20400558,20425194
"19619","NBPF4",148545,"1",108765963,108786689
"19620","PARP11",57097,"12",3900213,3982608
"19621","CCDC50",152137,"3",191046866,191116459
"19622","ARNT2",9915,"15",80696692,80890278
"19623","SLC22A31",146429,"16",89262406,89268072
"19624","KCTD21",283219,"11",77882295,77899868
"19625","TLE2",7089,"19",2997636,3047633
"19626","DDX25",29118,"11",125773271,125793158
"19627","NPY",4852,"7",24323782,24331484
"19628","",NA,"4",57276682,57277131
"19629","GPR56",9289,"16",57644564,57698944
"19630","WIF1",11197,"12",65444406,65515346
"19631","ZNF778",197320,"16",89284118,89295363
"19632","",728763,"2",241858202,241932728
"19633","PDLIM5",10611,"4",95373037,95589377
"19634","CCDC51",79714,"3",48473574,48481866
"19635","ERLIN2",11160,"8",37594117,37616619
"19636","FBXO18",84893,"10",5931535,5979556
"19637","MSH5-SAPCD1",401251,"HSCHR6_MHC_MCF",31784084,31808928
"19638","SCAND1",51282,"20",34541539,34547394
"19639","LGALS7",653499,"19",39261611,39264132
"19640","LGALS7",3963,"19",39261611,39264132
"19641","ACP2",53,"11",47260853,47270457
"19642","LGALS7B",653499,"19",39279851,39282389
"19643","LGALS7B",3963,"19",39279851,39282389
"19644","MPP6",51678,"7",24612887,24733812
"19645","FKTN",2218,"9",108320411,108403399
"19646","USP35",57558,"11",77899858,77925757
"19647","PAICS",10606,"4",57301907,57327534
"19648","SAPCD1",401251,"HSCHR6_MHC_MCF",31806876,31808928
"19649","FAM211A",388341,"17",16344891,16395467
"19650","NBPF6",653149,"1",108918421,109013624
"19651","",NA,"17",32581900,32582306
"19652","",NA,"3",155459933,155461515
"19653","CNBD2",140894,"20",34556512,34618622
"19654","TFAP2E",339488,"1",36038971,36060929
"19655","MYO1C",4641,"17",1367392,1396106
"19656","TRIM9",114088,"14",51441980,51562779
"19657","ARHGAP18",93663,"6",129897277,130031370
"19658","C3orf33",285315,"3",155480401,155524140
"19659","PSMB2",5690,"1",36067185,36107445
"19660","TAL2",6887,"9",108424738,108425367
"19661","ZNF287",57336,"17",16454701,16472520
"19662","TNFRSF1B",7133,"1",12227060,12269285
"19663","",NA,"10",13350145,13350447
"19664","C1orf216",127703,"1",36179476,36185073
"19665","CCL2",6347,"17",32582304,32584222
"19666","TMEM38B",55151,"9",108456825,108538893
"19667","VWA7",80737,"HSCHR6_MHC_MCF",31809667,31821408
"19668","ANKRD11",29123,"16",89334038,89556969
"19669","ABHD17C",58489,"15",80972025,81047962
"19670","CCND2",894,"12",4382938,4414516
"19671","ITGB1BP2",26548,"X",70521584,70525221
"19672","ZNF624",57547,"17",16524051,16557170
"19673","FAM102B",284611,"1",109102711,109187522
"19674","TMA7",51372,"3",48481667,48485616
"19675","RPS15A",6210,"16",18792617,18801705
"19676","",NA,"22",47857048,47882860
"19677","DFNA5",1687,"7",24737972,24809244
"19678","ZNF740",283337,"12",53574484,53584596
"19679","GAB2",9846,"11",77926343,78129394
"19680","FAM19A5",25817,"22",48885272,49246724
"19681","MAMLD1",10046,"X",149529689,149682448
"19682","TSPAN33",340348,"7",128784712,128808671
"19683","SRP72",6731,"4",57333081,57369839
"19684","LGALS4",3960,"19",39292311,39304004
"19685","",NA,"22",48934712,48943199
"19686","",NA,"16",18799385,18812841
"19687","HENMT1",113802,"1",109190912,109204148
"19688","ZNF462",58499,"9",109625378,109775915
"19689","CLSPN",63967,"1",36185819,36235568
"19690","OR7A5",26659,"19",14903302,14946188
"19691","ACTR8",93973,"3",53901093,53916229
"19692","ARL6IP1",23204,"16",18802991,18813000
"19693","ATRIP",84126,"3",48488114,48507115
"19694","OR7C1",26664,"19",14909958,14911023
"19695","MTM1",4534,"X",149737069,149841795
"19696","OR7A10",390892,"19",14951760,14952689
"19697","ZNF385C",201181,"17",40177594,40217383
"19698","VARS",7407,"HSCHR6_MHC_MCF",31821595,31840030
"19699","OR7A17",26333,"19",14991138,14992264
"19700","FBXL5",26234,"4",15606162,15683302
"19701","OR7C2",26658,"19",15052301,15053260
"19702","RUFY1",80230,"5",178977559,179037027
"19703","ZNF331",55422,"19",54024235,54083523
"19704","EPB41L1",2036,"20",34679426,34820721
"19705","YY1AP1",55249,"1",155629237,155658791
"19706","",NA,"X",107965300,107975917
"19707","ITGB7",3695,"12",53585102,53601091
"19708","",NA,"9",109685630,109686455
"19709","PUM2",23369,"2",20448452,20551995
"19710","ECH1",1891,"19",39306062,39322645
"19711","IRS4",8471,"X",107975712,107979651
"19712","SLC1A6",6511,"19",15060846,15133802
"19713","HEATR4",399671,"14",73945189,74025651
"19714","GUCY2F",2986,"X",108616135,108725301
"19715","TCF7L2",6934,"10",114710009,114927437
"19716","PRPF38B",55119,"1",109234945,109244425
"19717","RAD23B",5887,"9",110045418,110094475
"19718","MMS19",64210,"10",99218081,99258551
"19719","FAM83A",84985,"8",124191200,124222314
"19720","C12orf5",57103,"12",4430371,4462338
"19721","SEPHS1",22929,"10",13359424,13390297
"19722","ACOT1",641371,"14",74003818,74010498
"19723","",NA,"16",89334512,89339452
"19724","CCDC105",126402,"19",15121556,15134081
"19725","C22orf34",NA,"22",49808176,50051190
"19726","NXT2",55916,"X",108779010,108787919
"19727","TMX1",81542,"14",51706880,51722759
"19728","",58515,"3",53918437,53926015
"19729","CASP14",23581,"19",15160195,15169104
"19730","OR1I1",126370,"19",15197791,15199032
"19731","KCNE1L",23630,"X",108866929,108868393
"19732","FGF23",8074,"12",4477393,4488894
"19733","FGF6",2251,"12",4537321,4554780
"19734","PROSC",11212,"8",37620111,37637283
"19735","SYDE1",85360,"19",15218214,15225799
"19736","SPG7",101930112,"16",89557325,89624176
"19737","SPG7",6687,"16",89557325,89624176
"19738","CDON",50937,"11",125825691,125933230
"19739","FNDC7",163479,"1",109255279,109285365
"19740","KLF4",9314,"9",110247133,110252763
"19741","KIAA1199",57214,"15",81071684,81244117
"19742","LEMD3",23592,"12",65563351,65642107
"19743","",NA,"9",110539471,110540419
"19744","ACTL7B",10880,"9",111616871,111619239
"19745","AEBP2",121536,"12",19556979,19873735
"19746","ACTL7A",10881,"9",111624603,111626035
"19747","C12orf4",57102,"12",4596894,4647674
"19748","VPS13D",55187,"1",12290124,12572099
"19749","ACSL4",2182,"X",108867473,108976632
"19750","STXBP3",6814,"1",109289296,109352148
"19751","CCDC144A",9720,"17",16592851,16707767
"19752","",NA,"19",39308111,39330818
"19753","CCL7",6354,"17",32597240,32599261
"19754","BRD1",23774,"22",50166931,50221160
"19755","MTMR1",8776,"X",149861435,149933576
"19756","ILVBL",10994,"19",15225795,15236596
"19757","AGO4",192670,"1",36273773,36323491
"19758","ACOT2",10965,"14",74034324,74042357
"19759","NR1H3",10062,"11",47269851,47290396
"19760","UBD",10537,"HSCHR6_MHC_COX",29519995,29524308
"19761","SNED1",25992,"2",241938255,242034983
"19762","",NA,"15",81188532,81202118
"19763","SLC33A1",9197,"3",155538813,155572218
"19764","ARL9",132946,"4",57371509,57390614
"19765","MESDC2",23184,"15",81239667,81282219
"19766","THEGL",100506564,"4",57396775,57469673
"19767","",NA,"20",34756461,34758180
"19768","HNRNPL",3191,"19",39327028,39342987
"19769","IKBKAP",8518,"9",111629797,111696396
"19770","RPUSD4",84881,"11",126071993,126081587
"19771","LSM2",57819,"HSCHR6_MHC_MCF",31841473,31851062
"19772","CCL11",6356,"17",32612687,32615353
"19773","AAR2",25980,"20",34824381,34858840
"19774","FRMD6",122786,"14",51955818,52197445
"19775","BBS5",129880,"2",170335688,170382432
"19776","ARPP21",10777,"3",35680437,35835988
"19777","STON1",11037,"2",48756522,48826025
"19778","ZBED4",9889,"22",50247490,50283726
"19779","ADSSL1",122622,"14",105190523,105213662
"19780","SMG1",101060589,"16",18816175,18937776
"19781","SMG1",101060386,"16",18816175,18937776
"19782","SMG1",552900,"16",18816175,18937776
"19783","SMG1",23049,"16",18816175,18937776
"19784","",NA,"HSCHR6_MHC_MCF",31897466,31898321
"19785","TMEM244",253582,"6",130152389,130182692
"19786","HOPX",84525,"4",57514155,57548065
"19787","OTP",23440,"5",76924538,76935513
"19788","",NA,"19",54102882,54106751
"19789","BMPR1B",658,"4",95679119,96079599
"19790","CACNA2D3",55799,"3",54156574,55108584
"19791","AGO1",26523,"1",36335409,36395211
"19792","THADA",63892,"2",43393800,43823185
"19793","DPRX",503834,"19",54135310,54140263
"19794","ALG12",79087,"22",50293877,50312106
"19795","GPR97",222487,"16",57702099,57723975
"19796","TBCA",6902,"5",76986991,77164604
"19797","LANCL2",55915,"7",55433141,55501435
"19798","TAF1",6872,"X",70586114,70752224
"19799","",NA,"HSCHR6_MHC_MCF",31897853,31898542
"19800","OR2H2",7932,"HSCHR6_MHC_COX",29552288,29553350
"19801","RPL13",606500,"16",89627065,89630950
"19802","RPL13",6137,"16",89627065,89630950
"19803","DLGAP4",22839,"20",34894258,35157040
"19804","C8orf76",84933,"8",124232196,124253638
"19805","NEU1",4758,"HSCHR6_MHC_MCF",31901917,31907164
"19806","SMO",6608,"7",128828713,128853386
"19807","AKNAD1",254268,"1",109358520,109506106
"19808","NARS2",79731,"11",78147007,78285919
"19809","ACOT4",122970,"14",74058410,74063200
"19810","ACOT6",641372,"14",74077649,74086592
"19811","HLA-DMB",3109,"6",32902406,32908847
"19812","SLCO5A1",81796,"8",70579282,70747299
"19813","ZHX1-C8ORF76",100533106,"8",124238431,124279627
"19814","FAM206A",54942,"9",111696461,111713024
"19815","FAM118B",79607,"11",126081309,126132881
"19816","MESDC1",59274,"15",81293295,81296342
"19817","NOTCH3",4854,"19",15270444,15311792
"19818","L3MBTL3",84456,"6",130334844,130462594
"19819","",NA,"2",170335990,170382432
"19820","C15orf26",161502,"15",81299374,81441516
"19821","DNAL1",83544,"14",74111578,74170435
"19822","NLRP12",91662,"19",54296857,54327648
"19823","ZHX1",11244,"8",124260696,124287781
"19824","KLHL41",10324,"2",170366212,170382772
"19825","",NA,"8",70850403,70850635
"19826","BIRC5",332,"17",76210267,76221717
"19827","RINL",126432,"19",39358470,39368919
"19828","PRDM14",63978,"8",70963886,70983928
"19829","CRELD2",79174,"22",50311815,50321188
"19830","TENM4",26011,"11",78363876,79151992
"19831","RAD51AP1",10635,"12",4647950,4669214
"19832","PDE3A",5139,"12",20522179,20837315
"19833","SPINK2",6691,"4",57676026,57687908
"19834","GPSM2",29899,"1",109417972,109477167
"19835","SRPR",6734,"11",126132814,126139039
"19836","UNC5C",8633,"4",96083655,96470357
"19837","AHCYL2",23382,"7",128864864,129070052
"19838","CTNNAL1",8727,"9",111704851,111775809
"19839","AP3B1",8546,"5",77296349,77590579
"19840","DAP3",7818,"1",155657751,155708801
"19841","CPNE7",27132,"16",89642176,89663654
"19842","GPR124",25960,"8",37641709,37702414
"19843","MYADM",91663,"19",54369477,54379691
"19844","FAM181B",220382,"11",82443053,82444906
"19845","AES",166,"19",3052908,3063105
"19846","ACMSD",130013,"2",135596117,135659604
"19847","CCDC135",84229,"16",57728705,57765717
"19848","MTERFD2",130916,"2",242011584,242041747
"19849","NCOA2",10499,"8",71021997,71316040
"19850","IL16",3603,"15",81451916,81605104
"19851","SLCO1C1",53919,"12",20848289,20906320
"19852","DHX58",79132,"17",40253422,40264751
"19853","SLC44A4",80736,"HSCHR6_MHC_MCF",31907450,31923299
"19854","AGO3",192669,"1",36396319,36538101
"19855","TREX1",84126,"3",48506445,48509044
"19856","TREX1",11277,"3",48506445,48509044
"19857","",NA,"6",32905141,32920899
"19858","PRCP",5547,"11",82534544,82681626
"19859","REST",5978,"4",57774075,57802010
"19860","GNA11",2767,"19",3094408,3124002
"19861","PRKCG",5582,"19",54382444,54410906
"19862","EPHX3",79852,"19",15337730,15344246
"19863","ATAD2",29028,"8",124332090,124428590
"19864","FAM200B",285550,"4",15683285,15707188
"19865","TMEM245",23731,"9",111777432,111882225
"19866","FASTKD1",79675,"2",170386259,170430385
"19867","PIM3",415116,"22",50354161,50357728
"19868","TMEM164",101928589,"X",109245859,109425962
"19869","TMEM164",84187,"X",109245859,109425962
"19870","GNA15",2769,"19",3136191,3163767
"19871","VOPP1",81552,"7",55503749,55640681
"19872","THPO",7066,"3",184089723,184095932
"19873","CLCC1",23155,"1",109472130,109506111
"19874","S1PR4",8698,"19",3172344,3180329
"19875","NOA1",84273,"4",57829536,57844989
"19876","MYL9",10398,"20",35169887,35178228
"19877","GPBP1",65056,"5",56469775,56560506
"19878","FRRS1L",23732,"9",111892573,111929571
"19879","BRD4",23476,"19",15347647,15443356
"19880","BRF2",55290,"8",37700786,37707422
"19881","DHRS3",9249,"1",12627939,12677737
"19882","TGIF2",60436,"20",35201891,35222353
"19883","SIRT2",22933,"19",39369197,39390502
"19884","CALCR",799,"7",93053799,93204042
"19885","EPB41L4B",54566,"9",111934255,112083244
"19886","HLA-DMA",3108,"6",32916390,32936871
"19887","TGIF2-C20orf24",100527943,"20",35202956,35240787
"19888","PDHA2",5161,"4",96761239,96762625
"19889","ALDH1L1",10840,"3",125822412,125916837
"19890","FOXRED1",55572,"11",126138950,126148026
"19891","MOG",4340,"HSCHR6_MHC_COX",29621355,29636747
"19892","NCLN",56926,"19",3185561,3209573
"19893","STPG2",285555,"4",98105244,99064391
"19894","C20orf24",55969,"20",35234137,35240960
"19895","ZNF750",79755,"17",80787311,80798454
"19896","BST1",683,"4",15704573,15739936
"19897","OSBPL3",26031,"7",24836158,25021253
"19898","C11orf82",220042,"11",82611017,82669319
"19899","POLR2B",5431,"4",57843888,57897334
"19900","KATNB1",10300,"16",57769642,57791162
"19901","PNMA1",9240,"14",74178494,74181128
"19902","SHISA5",51246,"3",48509197,48542259
"19903","HNRNPH1",3187,"5",179041179,179061785
"19904","CD99L2",83692,"X",149934810,150067289
"19905","B3GNTL1",146712,"17",80900031,81009686
"19906","STARD5",80765,"15",81601394,81616524
"19907","AADACL4",343066,"1",12704566,12727097
"19908","CCNT2",905,"2",135675805,135716912
"19909","AADACL3",126767,"1",12776118,12788726
"19910","PTPN3",5774,"9",112137746,112260590
"19911","RAB11FIP1",80223,"8",37716136,37756985
"19912","C1orf158",93190,"1",12806163,12823847
"19913","TMC7",79905,"16",18995256,19075264
"19914","TEKT2",27285,"1",36549676,36553876
"19915","SLA2",84174,"20",35240721,35274619
"19916","CHRD",8646,"3",184097861,184108524
