binNumber;chromosome;start;stop;gainloss_fisherPvalue;gainloss_FDR;cnLOHloss_fisherPvalue;cnLOHloss_FDR;cnLOHgain_fisherPvalue;cnLOHgain_FDR;cnLOHamp_fisherPvalue;cnLOHamp_FDR;amploss_fisherPvalue;amploss_FDR;ampgain_fisherPvalue;ampgain_FDR
2111;13;17000001;18000000;1;1;0.502;1;0.146;0.8547;0.111;1;0.606;0.9931;0.534;0.9707
2112;13;18000001;19000000;1;1;0.505;1;0.216;1;0.111;1;0.603;0.9931;0.535;0.9712
2113;13;19000001;20000000;1;1;0.725;1;0.227;1;0.117;1;0.611;0.9931;0.534;0.9707
2114;13;20000001;21000000;1;1;0.725;1;0.23;1;0.113;1;0.606;0.9931;0.537;0.9712
2115;13;21000001;22000000;1;1;0.724;1;0.225;1;0.238;1;1;1;1;1
2116;13;22000001;23000000;1;1;0.724;1;0.235;1;0.358;1;1;1;1;1
2117;13;23000001;24000000;1;1;0.725;1;0.333;1;0.36;1;1;1;1;1
2118;13;24000001;25000000;1;1;0.724;1;0.335;1;0.359;1;1;1;0.769;1
2119;13;25000001;26000000;1;1;0.724;1;0.339;1;0.361;1;1;1;0.769;1
2120;13;26000001;27000000;1;1;0.725;1;0.348;1;0.362;1;1;1;0.768;1
2121;13;27000001;28000000;0.698;1;0.284;1;0.338;1;0.562;1;0.652;1;1;1
2122;13;28000001;29000000;0.701;1;0.286;1;0.481;1;0.36;1;1;1;0.769;1
2123;13;29000001;30000000;0.704;1;0.441;1;0.63;1;0.762;1;0.648;1;1;1
2124;13;30000001;31000000;0.704;1;0.441;1;0.63;1;0.762;1;0.648;1;1;1
2125;13;31000001;32000000;0.476;1;0.277;1;0.629;1;0.762;1;0.645;1;1;1
2126;13;32000001;33000000;1;1;0.721;1;0.465;1;0.765;1;1;1;0.77;1
2127;13;33000001;34000000;1;1;0.501;1;0.454;1;0.761;1;1;1;1;1
2128;13;34000001;35000000;1;1;0.49;1;0.326;1;0.761;1;0.691;1;0.765;1
2129;13;35000001;36000000;1;1;0.332;1;0.224;1;0.533;1;1;1;1;1
2130;13;36000001;37000000;1;1;0.324;1;0.221;1;0.361;1;1;1;1;1
2131;13;37000001;38000000;1;1;0.323;1;0.219;1;0.358;1;1;1;1;1
2132;13;38000001;39000000;0.744;1;0.326;1;0.235;1;0.533;1;1;1;1;1
2133;13;39000001;40000000;1;1;0.491;1;0.328;1;0.761;1;0.689;1;0.766;1
2134;13;40000001;41000000;1;1;0.492;1;0.323;1;0.761;1;1;1;0.764;1
2135;13;41000001;42000000;1;1;0.489;1;0.305;1;0.549;1;1;1;1;1
2136;13;42000001;43000000;1;1;0.49;1;0.31;1;0.556;1;1;1;1;1
2137;13;43000001;44000000;1;1;0.489;1;0.309;1;0.549;1;1;1;1;1
2138;13;44000001;45000000;1;1;0.489;1;0.309;1;0.551;1;1;1;1;1
2139;13;45000001;46000000;0.476;1;0.161;0.9279;0.317;1;0.557;1;0.397;0.8698;1;1
2140;13;46000001;47000000;0.476;1;0.156;0.9226;0.313;1;0.558;1;0.388;0.8546;0.771;1
2141;13;47000001;48000000;0.319;1;0.15;0.9226;0.317;1;0.558;1;0.373;0.8291;1;1
2142;13;48000001;49000000;0.477;1;0.153;0.9226;0.316;1;0.552;1;0.391;0.8592;1;1
2143;13;49000001;50000000;0.476;1;0.156;0.9226;0.313;1;0.558;1;0.388;0.8546;0.771;1
2144;13;50000001;51000000;0.476;1;0.154;0.9226;0.313;1;0.546;1;0.645;1;1;1
2145;13;51000001;52000000;1;1;0.325;1;0.2;0.9921;0.545;1;1;1;1;1
2146;13;52000001;53000000;1;1;0.49;1;0.302;1;0.552;1;1;1;0.767;1
2147;13;53000001;54000000;1;1;0.521;1;0.2;0.9921;0.344;1;1;1;1;1
2148;13;54000001;55000000;0.528;1;0.551;1;0.111;0.741;0.224;1;0.703;1;1;1
2149;13;55000001;56000000;0.75;1;0.544;1;0.113;0.741;0.34;1;0.713;1;1;1
2150;13;56000001;57000000;0.756;1;0.752;1;0.267;1;0.543;1;1;1;0.758;1
2151;13;57000001;58000000;0.756;1;0.752;1;0.267;1;0.543;1;1;1;0.758;1
2152;13;58000001;59000000;0.755;1;0.752;1;0.269;1;0.752;1;1;1;0.753;1
2153;13;59000001;60000000;0.759;1;0.543;1;0.268;1;0.752;1;1;1;0.756;1
2154;13;60000001;61000000;0.757;1;0.752;1;0.268;1;0.753;1;1;1;0.748;1
2155;13;61000001;62000000;0.756;1;0.752;1;0.268;1;0.754;1;1;1;0.537;0.9712
2156;13;62000001;63000000;0.756;1;0.543;1;0.265;1;0.752;1;1;1;0.748;1
2157;13;63000001;64000000;0.757;1;0.537;1;0.175;0.9303;0.753;1;1;1;0.527;0.9707
2158;13;64000001;65000000;0.757;1;0.54;1;0.263;1;0.751;1;1;1;0.752;1
2159;13;65000001;66000000;0.761;1;0.543;1;0.27;1;0.752;1;1;1;0.751;1
2160;13;66000001;67000000;0.754;1;0.752;1;0.272;1;0.754;1;1;1;0.748;1
2161;13;67000001;68000000;1;1;0.34;1;0.182;0.957;0.34;1;1;1;1;1
2162;13;68000001;69000000;1;1;0.342;1;0.187;0.9657;0.22;1;1;1;1;1
2163;13;69000001;70000000;1;1;0.52;1;0.186;0.9623;0.341;1;1;1;1;1
2164;13;70000001;71000000;0.744;1;0.312;1;0.309;1;0.348;1;1;1;1;1
2165;13;71000001;72000000;1;1;0.49;1;0.316;1;0.522;1;1;1;1;1
2166;13;72000001;73000000;1;1;0.49;1;0.458;1;0.526;1;1;1;1;1
2167;13;73000001;74000000;1;1;0.489;1;0.33;1;0.522;1;1;1;1;1
2168;13;74000001;75000000;0.743;1;0.318;1;0.321;1;0.522;1;1;1;1;1
2169;13;75000001;76000000;0.743;1;0.48;1;0.452;1;0.761;1;0.684;1;0.771;1
2170;13;76000001;77000000;0.743;1;0.479;1;0.449;1;0.756;1;0.688;1;1;1
2171;13;77000001;78000000;0.743;1;0.478;1;0.44;1;0.753;1;0.693;1;1;1
2172;13;78000001;79000000;0.744;1;0.31;1;0.446;1;0.753;1;0.688;1;1;1
2173;13;79000001;80000000;0.745;1;0.304;1;0.444;1;0.543;1;0.689;1;1;1
2174;13;80000001;81000000;0.536;1;0.303;1;0.45;1;0.753;1;0.686;1;1;1
2175;13;81000001;82000000;0.743;1;0.189;0.9795;0.302;1;0.552;1;0.678;1;0.766;1
2176;13;82000001;83000000;0.534;1;0.295;1;0.423;1;0.771;1;0.44;0.9141;0.571;0.9975
2177;13;83000001;84000000;0.533;1;0.181;0.9605;0.432;1;0.752;1;0.678;1;1;1
2178;13;84000001;85000000;0.534;1;0.181;0.9605;0.427;1;0.543;1;0.678;1;1;1
2179;13;85000001;86000000;0.534;1;0.175;0.9605;0.296;1;0.535;1;0.679;1;1;1
2180;13;86000001;87000000;0.533;1;0.167;0.9396;0.289;1;0.528;1;0.682;1;1;1
2181;13;87000001;88000000;1;1;0.328;1;0.27;1;0.528;1;1;1;1;1
2182;13;88000001;89000000;1;1;0.328;1;0.269;1;0.529;1;1;1;1;1
2183;13;89000001;90000000;1;1;0.331;1;0.272;1;0.531;1;1;1;1;1
2184;13;90000001;91000000;0.536;1;0.294;1;0.3;1;0.537;1;0.68;1;1;1
2185;13;91000001;92000000;0.536;1;0.294;1;0.426;1;0.752;1;0.679;1;1;1
2186;13;92000001;93000000;0.536;1;0.294;1;0.426;1;0.543;1;0.679;1;1;1
2187;13;93000001;94000000;0.537;1;0.295;1;0.43;1;0.54;1;0.683;1;1;1
2188;13;94000001;95000000;0.534;1;0.296;1;0.44;1;0.546;1;0.681;1;1;1
2189;13;95000001;96000000;0.745;1;0.304;1;0.443;1;0.546;1;0.688;1;1;1
2190;13;96000001;97000000;0.745;1;0.304;1;0.441;1;0.752;1;0.686;1;1;1
2191;13;97000001;98000000;0.745;1;0.312;1;0.608;1;0.754;1;0.684;1;1;1
2192;13;98000001;99000000;0.536;1;0.306;1;0.614;1;0.509;1;1;1;0.771;1
2193;13;99000001;100000000;0.744;1;0.479;1;0.608;1;0.754;1;0.686;1;1;1
2194;13;100000001;101000000;0.744;1;0.313;1;0.45;1;0.753;1;0.686;1;1;1
2195;13;101000001;102000000;0.745;1;0.304;1;0.443;1;0.546;1;0.688;1;1;1
2196;13;102000001;103000000;0.743;1;0.31;1;0.444;1;0.753;1;0.686;1;1;1
2197;13;103000001;104000000;0.744;1;0.304;1;0.437;1;0.54;1;0.692;1;1;1
2198;13;104000001;105000000;0.745;1;0.304;1;0.444;1;0.543;1;0.689;1;1;1
2199;13;105000001;106000000;0.743;1;0.311;1;0.443;1;0.54;1;0.697;1;1;1
2200;13;106000001;107000000;0.743;1;0.478;1;0.436;1;0.535;1;1;1;1;1
2201;13;107000001;108000000;0.743;1;0.478;1;0.444;1;0.546;1;1;1;1;1
2202;13;108000001;109000000;0.744;1;0.486;1;0.612;1;0.757;1;1;1;1;1
2203;13;109000001;110000000;1;1;0.487;1;0.611;1;0.754;1;1;1;1;1
2204;13;110000001;111000000;0.745;1;0.487;1;0.612;1;0.753;1;1;1;1;1
2205;13;111000001;112000000;1;1;0.491;1;0.611;1;0.753;1;1;1;1;1
2206;13;112000001;113000000;1;1;0.715;1;0.613;1;0.754;1;1;1;1;1
2207;13;113000001;114000000;1;1;0.715;1;0.448;1;1;1;0.705;1;0.777;1
2208;13;114000001;115000000;1;1;1;1;1;1;1;1;1;1;1;1
2209;13;115000001;116000000;0.658;1;1;1;1;1;1;1;1;1;1;1
2210;14;1;1000000;0.658;1;1;1;1;1;1;1;1;1;1;1
2211;14;1000001;2000000;0.658;1;1;1;1;1;1;1;1;1;1;1
2212;14;2000001;3000000;0.658;1;1;1;1;1;1;1;1;1;1;1
2213;14;3000001;4000000;0.658;1;1;1;1;1;1;1;1;1;1;1
2214;14;4000001;5000000;0.658;1;1;1;1;1;1;1;1;1;1;1
2215;14;5000001;6000000;0.658;1;1;1;1;1;1;1;1;1;1;1
2216;14;6000001;7000000;0.658;1;1;1;1;1;1;1;1;1;1;1
2217;14;7000001;8000000;0.658;1;1;1;1;1;1;1;1;1;1;1
2218;14;8000001;9000000;0.658;1;1;1;1;1;1;1;1;1;1;1
2219;14;9000001;10000000;0.658;1;1;1;1;1;1;1;1;1;1;1
2220;14;10000001;11000000;0.658;1;1;1;1;1;1;1;1;1;1;1
2221;14;11000001;12000000;0.658;1;1;1;1;1;1;1;1;1;1;1
2222;14;12000001;13000000;0.658;1;1;1;1;1;1;1;1;1;1;1
2223;14;13000001;14000000;0.658;1;1;1;1;1;1;1;1;1;1;1
2224;14;14000001;15000000;0.658;1;1;1;1;1;1;1;1;1;1;1
2225;14;15000001;16000000;0.658;1;1;1;1;1;1;1;1;1;1;1
2226;14;16000001;17000000;0.658;1;1;1;1;1;1;1;1;1;1;1
2227;14;17000001;18000000;0.658;1;1;1;1;1;1;1;1;1;1;1
2228;14;18000001;19000000;0.515;1;1;1;1;1;1;1;1;1;1;1
2229;14;19000001;20000000;0.825;1;1;1;1;1;1;1;1;1;1;1
2230;14;20000001;21000000;0.825;1;1;1;1;1;1;1;1;1;1;1
2231;14;21000001;22000000;1;1;1;1;1;1;1;1;1;1;1;1
2232;14;22000001;23000000;0.827;1;1;1;1;1;1;1;1;1;1;1
2233;14;23000001;24000000;0.827;1;1;1;1;1;1;1;1;1;1;1
2234;14;24000001;25000000;0.827;1;1;1;1;1;1;1;1;1;1;1
2235;14;25000001;26000000;0.829;1;1;1;1;1;1;1;1;1;1;1
2236;14;26000001;27000000;0.831;1;1;1;1;1;1;1;1;1;1;1
2237;14;27000001;28000000;0.83;1;1;1;1;1;1;1;1;1;1;1
2238;14;28000001;29000000;1;1;1;1;1;1;1;1;1;1;1;1
2239;14;29000001;30000000;1;1;1;1;1;1;1;1;1;1;1;1
2240;14;30000001;31000000;1;1;1;1;1;1;1;1;1;1;1;1
2241;14;31000001;32000000;0.824;1;1;1;1;1;1;1;1;1;1;1
2242;14;32000001;33000000;0.823;1;1;1;1;1;1;1;1;1;1;1
2243;14;33000001;34000000;0.824;1;1;1;1;1;1;1;1;1;1;1
2244;14;34000001;35000000;0.821;1;1;1;1;1;1;1;1;1;1;1
2245;14;35000001;36000000;0.821;1;1;1;1;1;1;1;1;1;1;1
2246;14;36000001;37000000;0.508;1;1;1;1;1;1;1;1;1;1;1
2247;14;37000001;38000000;0.508;1;1;1;1;1;1;1;1;1;1;1
2248;14;38000001;39000000;0.657;1;1;1;1;1;1;1;1;1;1;1
2249;14;39000001;40000000;0.664;1;1;1;1;1;1;1;1;1;1;1
2250;14;40000001;41000000;0.83;1;1;1;1;1;1;1;1;1;1;1
2251;14;41000001;42000000;1;1;1;1;1;1;1;1;1;1;1;1
2252;14;42000001;43000000;1;1;1;1;1;1;1;1;1;1;1;1
2253;14;43000001;44000000;1;1;1;1;1;1;1;1;1;1;1;1
2254;14;44000001;45000000;0.832;1;1;1;1;1;1;1;1;1;1;1
2255;14;45000001;46000000;1;1;1;1;1;1;1;1;1;1;1;1
2256;14;46000001;47000000;0.827;1;1;1;1;1;1;1;1;1;1;1
2257;14;47000001;48000000;0.827;1;1;1;1;1;1;1;1;1;1;1
2258;14;48000001;49000000;1;1;1;1;1;1;1;1;1;1;1;1
2259;14;49000001;50000000;1;1;1;1;1;1;1;1;1;1;1;1
2260;14;50000001;51000000;0.82;1;1;1;1;1;1;1;1;1;1;1
2261;14;51000001;52000000;1;1;1;1;1;1;1;1;1;1;1;1
2262;14;52000001;53000000;1;1;1;1;1;1;1;1;1;1;1;1
2263;14;53000001;54000000;1;1;1;1;1;1;1;1;1;1;1;1
2264;14;54000001;55000000;1;1;1;1;1;1;1;1;1;1;1;1
2265;14;55000001;56000000;1;1;1;1;1;1;1;1;1;1;1;1
2266;14;56000001;57000000;1;1;1;1;1;1;1;1;1;1;1;1
2267;14;57000001;58000000;1;1;1;1;1;1;1;1;1;1;1;1
2268;14;58000001;59000000;0.801;1;1;1;1;1;1;1;1;1;1;1
2269;14;59000001;60000000;0.8;1;1;1;1;1;1;1;1;1;1;1
2270;14;60000001;61000000;0.804;1;1;1;1;1;1;1;1;1;1;1
2271;14;61000001;62000000;0.804;1;1;1;1;1;1;1;1;1;1;1
2272;14;62000001;63000000;0.808;1;1;1;1;1;1;1;1;1;1;1
2273;14;63000001;64000000;0.808;1;1;1;1;1;1;1;1;1;1;1
2274;14;64000001;65000000;0.81;1;1;1;1;1;1;1;1;1;1;1
2275;14;65000001;66000000;0.626;1;1;1;1;1;1;1;1;1;1;1
2276;14;66000001;67000000;0.478;1;1;1;1;1;1;1;0.526;0.9876;0.406;0.8327
2277;14;67000001;68000000;0.329;1;1;1;1;1;1;1;0.505;0.9666;0.353;0.8134
2278;14;68000001;69000000;0.329;1;1;1;1;1;1;1;0.505;0.9666;0.353;0.8134
2279;14;69000001;70000000;0.329;1;1;1;1;1;1;1;0.505;0.9666;0.353;0.8134
2280;14;70000001;71000000;0.226;1;1;1;1;1;1;1;0.53;0.9876;0.341;0.8097
2281;14;71000001;72000000;0.23;1;1;1;1;1;1;1;0.522;0.9835;0.343;0.8101
2282;14;72000001;73000000;0.247;1;1;1;1;1;1;1;0.505;0.9666;0.347;0.8132
2283;14;73000001;74000000;0.355;1;1;1;1;1;1;1;0.489;0.9633;0.351;0.8134
2284;14;74000001;75000000;0.355;1;1;1;1;1;1;1;0.489;0.9633;0.351;0.8134
2285;14;75000001;76000000;0.355;1;1;1;1;1;1;1;0.489;0.9633;0.351;0.8134
2286;14;76000001;77000000;0.644;1;1;1;1;1;1;1;0.452;0.931;0.368;0.819
2287;14;77000001;78000000;0.644;1;1;1;1;1;1;1;0.502;0.9646;0.415;0.8399
2288;14;78000001;79000000;0.822;1;1;1;1;1;1;1;0.427;0.8955;0.376;0.8213
2289;14;79000001;80000000;0.826;1;1;1;1;1;1;1;0.418;0.8928;0.38;0.8239
2290;14;80000001;81000000;1;1;1;1;1;1;1;1;0.405;0.8787;0.385;0.8239
2291;14;81000001;82000000;1;1;1;1;1;1;1;1;1;1;1;1
2292;14;82000001;83000000;1;1;1;1;1;1;1;1;1;1;1;1
2293;14;83000001;84000000;1;1;1;1;1;1;1;1;1;1;1;1
2294;14;84000001;85000000;1;1;1;1;1;1;1;1;1;1;1;1
2295;14;85000001;86000000;0.833;1;1;1;1;1;1;1;1;1;1;1
2296;14;86000001;87000000;0.829;1;1;1;1;1;1;1;1;1;1;1
2297;14;87000001;88000000;0.662;1;1;1;1;1;1;1;1;1;1;1
2298;14;88000001;89000000;0.503;1;1;1;1;1;1;1;1;1;1;1
2299;14;89000001;90000000;0.651;1;1;1;1;1;1;1;1;1;1;1
2300;14;90000001;91000000;0.649;1;1;1;1;1;1;1;1;1;1;1
2301;14;91000001;92000000;0.646;1;1;1;1;1;1;1;1;1;1;1
2302;14;92000001;93000000;0.644;1;1;1;1;1;1;1;1;1;1;1
2303;14;93000001;94000000;0.489;1;1;1;1;1;1;1;1;1;1;1
2304;14;94000001;95000000;0.814;1;1;1;1;1;1;1;1;1;1;1
2305;14;95000001;96000000;0.814;1;1;1;1;1;1;1;1;1;1;1
2306;14;96000001;97000000;0.816;1;1;1;1;1;1;1;1;1;1;1
2307;14;97000001;98000000;0.815;1;1;1;1;1;1;1;1;1;1;1
2308;14;98000001;99000000;0.812;1;1;1;1;1;1;1;1;1;1;1
2309;14;99000001;100000000;0.64;1;1;1;1;1;1;1;1;1;1;1
2310;14;100000001;101000000;0.813;1;1;1;1;1;1;1;1;1;1;1
2311;14;101000001;102000000;0.636;1;1;1;1;1;1;1;0.5;0.9646;0.419;0.8432
2312;14;102000001;103000000;0.64;1;1;1;1;1;1;1;0.495;0.9646;0.42;0.8441
2313;14;103000001;104000000;0.637;1;1;1;1;1;1;1;0.545;0.9931;0.463;0.8975
2314;14;104000001;105000000;0.811;1;1;1;1;1;1;1;0.491;0.964;0.421;0.8455
2315;14;105000001;106000000;0.636;1;1;1;1;1;1;1;0.5;0.9646;0.419;0.8432
2316;14;106000001;107000000;1;1;1;1;1;1;1;1;1;1;1;1
2317;14;107000001;108000000;0.828;1;1;1;1;1;1;1;1;1;1;1
2318;15;1;1000000;0.828;1;1;1;1;1;1;1;1;1;1;1
2319;15;1000001;2000000;0.828;1;1;1;1;1;1;1;1;1;1;1
2320;15;2000001;3000000;0.828;1;1;1;1;1;1;1;1;1;1;1
2321;15;3000001;4000000;0.828;1;1;1;1;1;1;1;1;1;1;1
2322;15;4000001;5000000;0.828;1;1;1;1;1;1;1;1;1;1;1
2323;15;5000001;6000000;0.828;1;1;1;1;1;1;1;1;1;1;1
2324;15;6000001;7000000;0.828;1;1;1;1;1;1;1;1;1;1;1
2325;15;7000001;8000000;0.828;1;1;1;1;1;1;1;1;1;1;1
2326;15;8000001;9000000;0.828;1;1;1;1;1;1;1;1;1;1;1
2327;15;9000001;10000000;0.828;1;1;1;1;1;1;1;1;1;1;1
2328;15;10000001;11000000;0.828;1;1;1;1;1;1;1;1;1;1;1
2329;15;11000001;12000000;0.828;1;1;1;1;1;1;1;1;1;1;1
2330;15;12000001;13000000;0.828;1;1;1;1;1;1;1;1;1;1;1
2331;15;13000001;14000000;0.828;1;1;1;1;1;1;1;1;1;1;1
2332;15;14000001;15000000;0.828;1;1;1;1;1;1;1;1;1;1;1
2333;15;15000001;16000000;0.828;1;1;1;1;1;1;1;1;1;1;1
2334;15;16000001;17000000;0.828;1;1;1;1;1;1;1;1;1;1;1
2335;15;17000001;18000000;0.828;1;1;1;1;1;1;1;1;1;1;1
2336;15;18000001;19000000;0.828;1;1;1;1;1;1;1;1;1;1;1
2337;15;19000001;20000000;0.828;1;1;1;1;1;1;1;1;1;1;1
2338;15;20000001;21000000;1;1;1;1;1;1;1;1;1;1;1;1
2339;15;21000001;22000000;1;1;1;1;1;1;1;1;1;1;1;1
2340;15;22000001;23000000;0.825;1;1;1;1;1;1;1;1;1;1;1
2341;15;23000001;24000000;0.827;1;1;1;1;1;1;1;1;1;1;1
2342;15;24000001;25000000;0.827;1;1;1;1;1;1;1;1;1;1;1
2343;15;25000001;26000000;0.824;1;1;1;1;1;1;1;1;1;1;1
2344;15;26000001;27000000;0.65;1;1;1;1;1;1;1;1;1;1;1
2345;15;27000001;28000000;0.816;1;1;1;1;1;1;1;1;1;1;1
2346;15;28000001;29000000;0.815;1;1;1;1;1;1;1;1;1;1;1
2347;15;29000001;30000000;0.637;1;1;1;1;1;1;1;1;1;1;1
2348;15;30000001;31000000;0.63;1;1;1;1;1;1;1;1;1;1;1
2349;15;31000001;32000000;0.811;1;1;1;1;1;1;1;1;1;1;1
2350;15;32000001;33000000;0.807;1;1;1;1;1;1;1;1;1;1;1
2351;15;33000001;34000000;1;1;1;1;1;1;1;1;1;1;1;1
2352;15;34000001;35000000;0.798;1;1;1;1;1;1;1;1;1;1;1
2353;15;35000001;36000000;1;1;1;1;1;1;1;1;1;1;1;1
2354;15;36000001;37000000;1;1;1;1;1;1;1;1;1;1;1;1
2355;15;37000001;38000000;0.786;1;1;1;1;1;1;1;1;1;1;1
2356;15;38000001;39000000;0.784;1;1;1;1;1;1;1;1;1;1;1
2357;15;39000001;40000000;0.588;1;1;1;1;1;1;1;1;1;1;1
2358;15;40000001;41000000;0.581;1;1;1;1;1;1;1;1;1;1;1
2359;15;41000001;42000000;1;1;1;1;1;1;1;1;1;1;1;1
2360;15;42000001;43000000;0.273;1;1;1;1;1;1;1;1;1;1;1
2361;15;43000001;44000000;0.582;1;1;1;1;1;1;1;1;1;1;1
2362;15;44000001;45000000;0.576;1;1;1;1;1;1;1;1;1;1;1
2363;15;45000001;46000000;0.582;1;1;1;1;1;1;1;1;1;1;1
2364;15;46000001;47000000;0.582;1;1;1;1;1;1;1;1;1;1;1
2365;15;47000001;48000000;0.576;1;1;1;1;1;1;1;1;1;1;1
2366;15;48000001;49000000;0.576;1;1;1;1;1;1;1;1;1;1;1
2367;15;49000001;50000000;0.582;1;1;1;1;1;1;1;1;1;1;1
2368;15;50000001;51000000;1;1;1;1;1;1;1;1;1;1;1;1
2369;15;51000001;52000000;0.582;1;1;1;1;1;1;1;1;1;1;1
2370;15;52000001;53000000;0.407;1;1;1;1;1;1;1;1;1;1;1
2371;15;53000001;54000000;0.417;1;1;1;1;1;1;1;1;1;1;1
2372;15;54000001;55000000;1;1;1;1;1;1;1;1;1;1;1;1
2373;15;55000001;56000000;1;1;1;1;1;1;1;1;1;1;1;1
2374;15;56000001;57000000;0.773;1;1;1;1;1;1;1;1;1;1;1
2375;15;57000001;58000000;0.371;1;1;1;1;1;1;1;1;1;1;1
2376;15;58000001;59000000;0.387;1;1;1;1;1;1;1;1;1;1;1
2377;15;59000001;60000000;0.378;1;1;1;1;1;1;1;1;1;1;1
2378;15;60000001;61000000;0.362;1;1;1;1;1;1;1;1;1;1;1
2379;15;61000001;62000000;0.217;1;1;1;1;1;1;1;1;1;1;1
2380;15;62000001;63000000;0.217;1;1;1;1;1;1;1;1;1;1;1
2381;15;63000001;64000000;0.349;1;1;1;1;1;1;1;1;1;1;1
2382;15;64000001;65000000;0.349;1;1;1;1;1;1;1;1;1;1;1
2383;15;65000001;66000000;0.551;1;1;1;1;1;1;1;1;1;1;1
2384;15;66000001;67000000;1;1;1;1;1;1;1;1;1;1;1;1
2385;15;67000001;68000000;0.508;1;1;1;1;1;1;1;0.538;0.991;0.368;0.819
2386;15;68000001;69000000;0.748;1;1;1;1;1;1;1;0.465;0.9372;0.38;0.8239
2387;15;69000001;70000000;0.748;1;1;1;1;1;1;1;0.465;0.9372;0.38;0.8239
2388;15;70000001;71000000;1;1;1;1;1;1;1;1;0.448;0.9254;0.382;0.8239
2389;15;71000001;72000000;0.748;1;1;1;1;1;1;1;0.465;0.9372;0.38;0.8239
2390;15;72000001;73000000;0.514;1;1;1;1;1;1;1;0.529;0.9876;0.369;0.819
2391;15;73000001;74000000;0.521;1;1;1;1;1;1;1;0.52;0.9823;0.37;0.8193
2392;15;74000001;75000000;0.346;1;1;1;1;1;1;1;0.564;0.9931;0.359;0.8144
2393;15;75000001;76000000;0.546;1;1;1;1;1;1;1;0.495;0.9646;0.373;0.8206
2394;15;76000001;77000000;0.508;1;1;1;1;1;1;1;0.538;0.991;0.368;0.819
2395;15;77000001;78000000;0.514;1;1;1;1;1;1;1;0.529;0.9876;0.369;0.819
2396;15;78000001;79000000;0.514;1;1;1;1;1;1;1;0.529;0.9876;0.369;0.819
2397;15;79000001;80000000;0.508;1;1;1;1;1;1;1;0.538;0.991;0.368;0.819
2398;15;80000001;81000000;0.514;1;1;1;1;1;1;1;0.529;0.9876;0.369;0.819
2399;15;81000001;82000000;0.521;1;1;1;1;1;1;1;0.52;0.9823;0.37;0.8193
2400;15;82000001;83000000;0.514;1;1;1;1;1;1;1;0.529;0.9876;0.369;0.819
2401;15;83000001;84000000;0.514;1;1;1;1;1;1;1;0.529;0.9876;0.369;0.819
2402;15;84000001;85000000;0.515;1;1;1;1;1;1;1;1;1;0.416;0.8407
2403;15;85000001;86000000;0.522;1;1;1;1;1;1;1;0.52;0.9823;0.371;0.8197
2404;15;86000001;87000000;1;1;1;1;1;1;1;1;0.425;0.8955;0.386;0.8239
2405;15;87000001;88000000;1;1;1;1;1;1;1;1;0.448;0.9254;0.384;0.8239
2406;15;88000001;89000000;1;1;1;1;1;1;1;1;0.456;0.9346;0.383;0.8239
2407;15;89000001;90000000;1;1;1;1;1;1;1;1;0.548;0.9931;0.475;0.9122
2408;15;90000001;91000000;1;1;1;1;1;1;1;1;1;1;0.516;0.9615
2409;15;91000001;92000000;1;1;1;1;1;1;1;1;1;1;0.517;0.9628
2410;15;92000001;93000000;1;1;1;1;1;1;1;1;0.569;0.9931;0.518;0.964
2411;15;93000001;94000000;1;1;1;1;1;1;1;1;0.536;0.991;0.523;0.9677
2412;15;94000001;95000000;1;1;1;1;1;1;1;1;0.491;0.964;0.483;0.9178
2413;15;95000001;96000000;1;1;1;1;1;1;1;1;0.484;0.9587;0.484;0.9179
2414;15;96000001;97000000;1;1;1;1;1;1;1;1;0.484;0.9587;0.484;0.9179
2415;15;97000001;98000000;1;1;1;1;1;1;1;1;0.491;0.964;0.483;0.9178
2416;15;98000001;99000000;0.764;1;1;1;1;1;1;1;0.567;0.9931;0.469;0.906
2417;15;99000001;100000000;1;1;1;1;1;1;1;1;0.491;0.964;0.483;0.9178
2418;15;100000001;101000000;1;1;1;1;1;1;1;1;0.552;0.9931;0.521;0.9665
2419;15;101000001;102000000;0.641;1;0.641;1;0.641;1;0.641;1;1;1;1;1
2420;15;102000001;103000000;0.488;1;1;1;1;1;1;1;0.308;0.7853;0.647;1
2421;16;1;1000000;0.488;1;1;1;1;1;1;1;0.299;0.7728;0.648;1
2422;16;1000001;2000000;0.368;1;1;1;1;1;1;1;0.313;0.7853;0.662;1
2423;16;2000001;3000000;0.818;1;1;1;1;1;1;1;0.62;0.9942;0.663;1
2424;16;3000001;4000000;0.818;1;1;1;1;1;1;1;0.62;0.9942;0.663;1
2425;16;4000001;5000000;0.816;1;1;1;1;1;0.554;1;0.171;0.6747;0.2;0.7114
2426;16;5000001;6000000;1;1;1;1;1;1;1;1;0.55;0.9931;0.573;0.9975
2427;16;6000001;7000000;1;1;1;1;1;1;1;1;0.557;0.9931;0.573;0.9975
2428;16;7000001;8000000;0.808;1;1;1;1;1;0.529;1;0.16;0.6726;0.177;0.7012
2429;16;8000001;9000000;1;1;1;1;1;1;0.268;1;0.068;0.5295;0.06;0.4627
2430;16;9000001;10000000;1;1;1;1;1;1;0.283;1;0.098;0.5992;0.097;0.5538
2431;16;10000001;11000000;1;1;1;1;1;1;0.303;1;0.204;0.6828;0.107;0.572
